token,sentiment,polarity
violator,-0.6,-1
violence,-0.9,-1
violent,-0.75,-1
violently,-0.7,-1
virtual,0,0
virtuous,0.6,1
virulent,-0.7,-1
virus,-0.8,-1
visceral,0,0
visibility,0.4,1
visible,0.2,1
visionary,0.4,1
vital,0.65,1
vitality,0.6,1
vitiate,-0.2,-1
vitiation,0,0
vivid,0.45,1
vociferous,-0.45,-1
vogue,0.3,1
volatile,-0.8,-1
volatility,-0.55,-1
voracious,-0.2,-1
vote,0,0
vulnerability,-0.4,-1
vulnerable,-0.3,-1
vulnerably,-0.45,-1
wacky,-0.15,-1
wade,0,0
wag,0,0
wager,-0.2,-1
wail,-0.4,-1
waive,0.4,1
waiver,0.35,1
wake,0.4,1
walkout,-0.2,-1
wall,0,0
walled,-0.2,-1
wallop,-0.4,-1
wallow,-0.4,-1
wan,-0.1,-1
wand,0,0
wander,0.1,1
wane,-0.15,-1
wangle,-0.05,-1
want,0,0
war,-0.8,-1
warfare,-0.8,-1
wariness,-0.35,-1
warlord,-0.55,-1
warm,0.15,1
warn,-0.05,-1
wartime,-0.6,-1
wary,-0.35,-1
washed,-0.3,-1
waste,-0.45,-1
wasteful,-0.65,-1
watch,0,0
watchful,0.55,1
water,0,0
waver,0,0
way,0,0
wayside,-0.05,-1
wayward,-0.25,-1
weak,-0.55,-1
weaken,-0.35,-1
weakly,-0.35,-1
weakness,-0.6,-1
wealth,1,1
wealthy,0.85,1
wean,0,0
weapon,-0.4,-1
weary,-0.4,-1
weather,0,0
weathered,0,0
weave,0.05,1
website,0,0
wedge,0,0
wee,-0.05,-1
weigh,0,0
weight,-0.05,-1
weighty,0.05,1
weird,-0.4,-1
welfare,0,0
wellbeing,0.4,1
welter,-0.1,-1
western,0,0
whack,-0.4,-1
whammy,-0.4,-1
whatever,0,0
whatsoever,0,0
wheel,0,0
whereabouts,0,0
whereby,0,0
wherefore,0,0
wherein,0,0
whereupon,0,0
whet,0.4,1
whiff,-0.05,-1
whim,0,0
whimsical,0.35,1
whinge,-0.65,-1
whip,-0.3,-1
whipsaw,-0.15,-1
whirl,-0.15,-1
whirlwind,-0.6,-1
whisper,0,0
whistleblower,-0.1,-1
whitecollar,0.1,1
whitewashed,-0.4,-1
whittle,-0.45,-1
whiz,0.3,1
whole,0,0
whomever,0,0
whomsoever,0,0
wicked,-0.5,-1
wide,0,0
widen,0.15,1
widening,0.1,1
widespread,0,0
wield,0,0
wild,0,0
wildfire,-0.8,-1
wilful,0.3,1
will,0,0
willful,0.2,1
willfully,0,0
willfulness,0.35,1
willing,0.4,1
willingness,0.45,1
wilt,-0.3,-1
wily,-0.1,-1
win,0.825,1
wince,-0.35,-1
wind,0,0
windfall,0.05,1
winner,0.85,1
wipe,-0.15,-1
wisdom,0.8,1
wise,0.75,1
wit,0.35,1
witch,-0.4,-1
withdraw,-0.3,-1
wither,-0.3,-1
withhold,-0.35,-1
withstand,0.1,1
witness,0,0
witty,0.3,1
wizardry,0.3,1
wobble,-0.3,-1
wobbly,-0.3,-1
woe,-0.55,-1
woeful,-0.75,-1
wonder,0.5,1
wonderful,0.7,1
wondrous,0.65,1
wonky,-0.4,-1
woo,0.3,1
workforce,0.05,1
workhorse,0,0
world,0,0
worldly,0.25,1
worldwide,0,0
worrisome,-0.4,-1
worry,-0.375,-1
worsen,-0.65,-1
worsening,-0.65,-1
worth,0.3,1
worthless,-0.6,-1
worthwhile,0.6,1
worthy,0.5,1
wound,-0.65,-1
wounded,-0.45,-1
wrack,-0.45,-1
wrangle,-0.4,-1
wrap,0.05,1
wrath,-0.5,-1
wreak,-0.55,-1
wreck,-0.4,-1
wreckage,-0.55,-1
wrenching,-0.45,-1
wrest,-0.25,-1
wrestle,-0.2,-1
wretched,-0.45,-1
wriggle,-0.35,-1
writ,0,0
write,0,0
writedown,-0.2,-1
writeoff,-0.1,-1
writeoffs,0,0
wrong,-0.6,-1
wrongdoing,-0.6,-1
wrongful,-0.6,-1
wrongfully,-0.45,-1
wrongly,-0.55,-1
yank,-0.15,-1
yawning,-0.1,-1
year,0,0
yearly,0,0
yoke,0.15,1
youth,0.35,1
youthful,0.55,1
zenith,0.45,1
zombie,-0.75,-1
zone,0,0
